Word,Frequency
series...why,1
vehicle?in,1
counts...and,1
"successful.so,",1
enjoyhttp://www.thetruthaboutcars.com/content/11244693671382797373/index.php,1
perforation,1
"""rust",1
"proofing""",1
dealer!).i,1
(overlooking),1
ode,1
'50s.,1
were!,1
relationship.c,1
downplayed,1
everyone!another,1
winner?,1
folks!!!,1
"""hype""",1
wrong.some,1
212-212,1
"is350""i",1
hands....,1
outpointed,1
213-212.page,1
"112,",1
"matters...regards,kyfdxhost--prices",1
"""acura,",1
"years?""honda,",1
"that.""and",1
sedanout,1
"?""it's",1
"""v"",",1
them3.,1
"""awd:",1
"east-coasters,",1
"awd.""it",1
"percentage.""ride",1
skimps,1
mightily,1
"areas.""i",1
*don't*,1
luxo-items.,1
lexus-branded,1
calming,1
"reassuring.""but",1
"comparo,""the",1
measuring.,1
truth-in-disclosure,1
rug.,1
"v6""'that",1
$50k),1
"enjoyhttp://www.thetruthaboutcars.com/content/11244693671382797373/index.phpinteresting,",1
"deisgn,",1
areentirelysubjective,1
categories.),1
styling....,1
humorously,1
"buildings,",1
lives/drives,1
form/function,1
styling/desireability,1
gutter,1
windshield?do,1
4y/50k.what,1
keyless?you,1
options.what,1
plaguing,1
cars?yes,1
"immune,",1
warranty.my,1
radar?who,1
apparent?,1
malfunction?,1
"water.wait,",1
well!it,1
grimy,1
shot.let's,1
in.thanks.,1
"(quality,",1
etc...)???.,1
quality.i'd,1
off-putting,1
front-runners,1
anything...),1
rumored...,1
"rent,",1
layers.,1
mho!my,1
"catera,",1
happier!,1
distracting.,1
cadillac?excellent,1
included).what,1
vehicle(especially,1
"paraphrase,",1
"cheap!""",1
reality...!the,1
"peers,",1
buyer...,1
maddeningly,1
soft...to,1
"""ah,",1
"cadillacs.""",1
shouldi,1
name?!,1
"bad,pardon",1
topicincludingthe,1
techincally,1
"""sedans""",1
blurrier,1
blurrier.,1
out.http://www.consumerreports.org/main/content/display_report.jsp?folder%3c%3efolder_id=77276-,1
3&assortment%3c%3east_id=389451&bmuid=1126202086364not,1
"highway.also,",1
manufacturers),1
clarification,1
topic!audi,1
avant?cant,1
dsg---an,1
.(personally,1
myself).,1
price.beautiful,1
build?,1
sandra,1
bernhard,1
bug.same,1
sprints,1
consistenly,1
above.as,1
doors.very,1
differences...aren't,1
http://www.auto-motor-und-sport.de/d/88304translation:a,1
"err,",1
1980s.instead,1
exhausts.along,1
turbo.if,1
biturbos,1
(torque-less,1
differences...quattro,1
exhausts.:surprise:,1
build?i,1
both).same,1
"performance?well,",1
manner.price,1
differences?if,1
check...supposedly,1
service/warranty,1
initself,1
differential.then,1
m3....so,1
manner.i,1
zest,1
so!price,1
check...for,1
once.i,1
one....do,1
330i?1.,1
e46's.2.,1
setup's,1
pack.3.,1
isnotludicrously,1
e46.my,1
91-92%.the,1
1800-5000,1
once.the,1
doors.as,1
4-5k.,1
50-55k,1
starting.,1
"one....right,",1
notall,1
abouthp,1
youaddhp,1
you.just,1
better!all,1
hyundias.,1
20-25mph?,1
youi,1
funyou,1
buyers!,1
issues---i,1
$650(brake,1
performance-luxury,1
bimmer--because,1
out-lexus,1
lexus.if,1
car(though,1
reliable!to,1
own!!,1
"""though",1
spot-on.you,1
lbs/corner!anyone,1
fun).i'll,1
agree!,1
330c,1
"(wheels,",1
"sways,",1
crushing,1
330is).going,1
fun.going,1
cylindar,1
resource,1
(tl)?,1
title.the,1
sweat.there's,1
strongly.also,1
cars..remember,1
toys!,1
"imho.""err...",1
18/28,1
"""wants""",1
capitalism,1
ahem!,1
(highway),1
windshield...:),1
"go.""and",1
cheez,1
20-25mph?excellent,1
under-utilize,1
city/suburban,1
(minvan).,1
seniors,1
mercurys.,1
cheek?).i,1
cinnabar,1
"romp,",1
tires/brake,1
environment.oh,1
"cracking,",1
year-round.,1
thieves.so,1
"stereotypes,",1
"""...notice",1
"corvette,hummer,",1
"better.""how",1
driveways.,1
cheek?).you,1
"""all"",",1
"""lot"".",1
"message:""notice",1
"garage.""",1
"""lot"".""a",1
"insulting,",1
study...,1
1%.,1
sat.,1
"radio.""the",1
features.enhancements,1
include:·,1
packages·,1
"platinum""""gardena,",1
(sept.,1
"inc.,",1
(xm®,1
sirius&#153;,1
providers),1
platinum.the,1
"$31,300,",1
"$31,050.",1
"$33,100.""",1
"""add-on""",1
principle...the,1
headset.,1
super-rich),1
"$60k,",1
missive,1
inexpensive.so,1
car-review,1
specialists,1
ignored.having,1
"non-profit,",1
utility/form,1
financials.,1
dealer.the,1
organization/publication,1
"""non-profit""",1
virulent,1
"advocate""",1
here1st,1
330i2nd,1
is3503rd,1
g354th,1
tl5th,1
quattro6th,1
cts7th,1
awd8th,1
aboard,1
"v-6.""",1
appropriatelexus,1
300discussion.,1
"link:christina271,",1
"300""",1
"#2968,",1
5:21,1
"330ia:nyccarguy,",1
"#4340,",1
11:22,1
daimler/benz,1
objective.what,1
"criteria""every",1
podium,1
"sedancomparo,",1
objectively?if,1
decisive,1
favored!lol!!!if,1
subjectivity!every,1
"paragraphs:""the",1
series.subjectivity??,1
http://www.germancarfans.com/news.cfm/newsid/2050919.006/bmw/1.htmlthe,1
seriously.1)bmw,1
large-scale,1
pro­duction,1
technologies.2)brake,1
start/stop:,1
forfeiting,1
bmw.3)the,1
&#147;auto,1
"start/stop&#148;,",1
presses,1
seriously.with,1
750li,1
v8....,1
4.8is,1
16/21,1
suv!,1
westerlies!,1
languish,1
fuel-efficiency,1
&#147;ultimate,1
machine&#148;,1
"driven.""therefore,",1
"driven.""",1
autobahn...sixth,1
we'restill,1
21/28).i,1
commission,1
another),1
(85%,1
335i.is,1
agree!!!and,1
assertion---the,1
normal???,1
miles???perhaps,1
beef....,1
saigon,1
improve.,1
"tank"".",1
around-town,1
measured.i,1
viewing,1
fords.,1
product.that,1
"""yuppie",1
30+mpg,1
330s.my,1
300+miles,1
"greensboro,",1
27mpg,1
70mph.,1
"wash.,",1
"d.c.,",1
allong,1
"i-85,",1
105+mph,1
"va,",1
recking,1
i-85,1
(70mph),1
lane.the,1
"95mph.however,",1
"consumerreports.org,",1
(225hp),1
(efficient),1
"(270hp),",1
(260hp).,1
(claimed),1
vacant,1
freeway/interstate,1
route),1
(~13.5,1
"gallons)...oh,",1
refused.,1
tonight'smember-to-member,1
mic,1
whatever's,1
mind.6-7pm,1
pt/9-10pm,1
et.drop,1
us!kirstie_h,1
leg?you,1
stable.as,1
"way,my",1
wife.cosmetic,1
chages-,1
ie-,1
ne)fog,1
headlights.ps-,1
"skinned,",1
30s.,1
american-branded,1
"disappointments,",1
british),1
20s.it's,1
"ne""he",1
"he,",1
kompressor5,1
automaticpewter,1
w/black,1
insertssunroof,1
pkg6-disc,1
"changer$30,200",1
included.how,1
failed????????i,1
doesn;t,1
romeos,1
"70's,",1
thing...the,1
second!,1
frisconick,1
-http://www.fast-autos.net/pontiac/pontiacsolstice.htmlhttp://www.ultimatecarpage.com/frame.php?file=car.php&carnum=2190nyccarguy,1
boat-tail).,1
"dreaming,",1
gtv,1
you).blueguy,1
minus.,1
!?!?!?!,1
city/28,1
hwy).,1
"""emerald",1
"metallic""",1
"$21,500",1
hot!).,1
"$18,500.",1
(lighter,1
"minus.nah,",1
toy-like,1
mpg!,1
luxury!also,1
gas-consuming,1
endeavors,1
makers!,1
exhibits---the,1
futue,1
versions?,1
efficiency!definety,1
times!maybe,1
luxury!,1
performance/luxury.,1
thing.good,1
luck?,1
(530i),1
arctic-alpin).,1
competence,1
;-)over,1
mount.,1
carcomparison,1
friend...or,1
matter.pontiac.comsaturn.com,1
"#4620,",1
1:47,1
news--been,1
nyc:g35,1
nct's)audi,1
(17'',1
f1's)bmw,1
re050's)the,1
"lean,",1
"quickest,",1
"squirt"".the",1
oversteered,1
seats.there,1
g35.oh,1
.02!p.s.:,1
"""sterile"".",1
toy;,1
eighties,1
more.maybe,1
"generic,",1
"""traditional",1
distinctively,1
cockpit-,1
shame!,1
"sterile""",1
sterility/functional,1
ostentatious/trendy,1
sedans.drivetrain/chassis,1
showrooms!,1
"here:bhw77,",1
"#7195,",1
8:37,1
lexus?or,1
outwit,1
electronics?well,1
current.,1
07!http://www.edmunds.com/insideline/do/news/articleid=107396,1
scoff.,1
now.15,1
60s),1
00s,1
80s).,1
al760,1
gimmick.....although,1
laughed...,1
complacency.,1
daewoo.,1
inthiscountry.,1
"internationally,",1
(all??),1
daewoos,1
examplehttp://cars.about.com/cs/testdrives/fr/suzuverona_test.htmdumont05,1
"sacramento/ca,",1
(obsidian,1
black/stone),1
all-leather,1
"4matic,",1
price+750,1
(costco,1
deal).,1
luxury-car,1
days.the,1
(interior/exterior,1
40-50,1
"mb),",1
"""significant/superior",1
beemer-fans,1
sight!,1
panelling,1
comfort.on,1
free-maintainence,1
$300/year,1
mb).the,1
elephantine,1
smoother/quiter,1
lexus/avalon,1
camry-ish,1
(heh!,1
heh!)i,1
(comfort/sport),1
"startup,",1
continental).,1
chromed.,1
shine!,1
bmw.and,1
17s),1
correct..i,1
!.,1
moreover,1
sensesi,1
7-tranny.i,1
(saving,1
mpg!),1
!),1
offended.,1
dislikes.,1
(crream/beige),1
foo-foo,1
"comfort.ah,",1
salt.driving,1
best.consuming,1
"beverages,",1
crossword,1
"puzzles,",1
"makeup,",1
vehicle.i'll,1
:shades:end,1
include/exclude,1
cupholders....,1
youmightbe,1
64oz,1
biggie,1
drink?,1
geez.....,1
fattening,1
"goodcar,",1
carrier/cell,1
holder.,1
holders.not,1
bottles,1
felt-line,1
compartments.also,1
control.doesn't,1
aluxuryperformance,1
"best.""it",1
drive.sure.,1
luxuryperformancesedan.,1
x-hileration,1
hosted,1
country?,1
(ours,1
park),1
credibility?,1
"(undriven),",1
mb.to,1
cts...gag.,1
"""wco81""",1
"""johnny420""",1
well.....mb,1
moreluxuryover,1
moreperformanceover,1
(crazy,1
ablastto,1
"""tossability""",1
3s.,1
driven.....fast!!:shades:.02,1
"beast.""i",1
luxury.for,1
"dave,",1
"cars.personally,",1
kit-c55-,1
amge55-,1
amgs55-,1
amgthose,1
buy;,1
mercedeswiththe,1
ugh!best,1
"ugh!""i",1
article.i,1
autamatic,1
special.but,1
"type),",1
concerned.while,1
comment...[paste,1
here],1
site),1
summer?if,1
conflicted,1
6mt....now,1
wdp,1
"""warmer""",1
cal),1
(anthracite,1
quartz).,1
so.....any,1
combos?is,1
exterior/dark,1
interior?logic,1
far.....,1
series/g35?,1
socal.,1
"cooler,",1
hotter.,1
coolest.there,1
windows/sunroof,1
fob.,1
deimler-,1
bentz.,1
ageing.,1
japanies.by,1
"mb.""i",1
stuttgart.,1
"reasons"",",1
"eyeball""",1
thermometers,1
2pm,1
"""seat-of-the-pants""",1
test.not,1
"entering,",1
"(grey),",1
trapped,1
day....even,1
"deep...:).thanks,",1
aaargh,1
is...http://www.caranddriver.com/article.asp?section_id=3&article_id=10116&page_number=1,1
worlds.tint,1
recommendllumarbrand.,1
hadanyproblems,1
hazing,1
bubbling.,1
warranty.choose,1
rejection.,1
job.i,1
results.i,1
sun!,1
cleanness,1
color.high,1
preserves,1
interior.if,1
vinyl.my,1
".02,",1
"fwiwalso,",1
properly?,1
"roof.though,",1
reception.,1
tinting?,1
sorry....kinda,1
know.acura,1
hadanyproblems.i,1
dramatically),1
expert/pro,1
licensed,1
vanson,1
leathers.,1
shattered,1
190mpg,1
transporter.,1
"sdiver,",1
motorcycles.,1
dangerous!,1
"automatice,",1
list?m,1
"hereand,",1
continued...,1
"transporter.well,",1
fits...i've,1
amateur,1
grattan?).,1
"trickier,",1
gearboxes.,1
millisecond-level,1
manual-clutch,1
clunkier,1
drive.manual,1
"geezers.""i'll",1
middled-aged,1
wall.hmm...,1
years.....,1
spartacus!,1
spartacus!i,1
configuration.by,1
'wussy',1
refrain,1
straw-man,1
"...ok:""is",1
"sad.""""but",1
"driver.""""excitement",1
"compatible.""""no",1
"excuse""""buying",1
"time.""this",1
"""strawman""",1
backbone.,1
"knowledge"".",1
derogatory,1
automatics.straw,1
manuallehrer1,1
driver.always,1
"""lol",1
"whatever"".",1
(insulting,1
"""wussies"".your",1
"""always",1
"offered.""paddle",1
true.do,1
thethird,1
"calledmanual,",1
"shiftshipo,i",1
posterity.,1
educating,1
children(4,1
rs),1
"board.""they",1
don't(sic),1
'shorthand'.,1
"""automatic""",1
steptronic!)just,1
"""flipping""",1
paddle.,1
"'hybrids',",1
topic.the,1
pedal!,1
manuals.just,1
automatics.it's,1
complexit's,1
preferences!,1
qulifications,1
superiority!,1
works:http://www.canadiandriver.com/articles/jk/031119.htminside,1
shafts:,1
"concentric,",1
centre,1
hollow,1
clutches.the,1
synchronisers,1
differential.when,1
f1-type,1
fashion.with,1
preparation,1
requested.,1
"delays,",1
shock.by,1
"erratically,",1
pre-selected,1
.03,1
.04,1
"train.""if",1
controled,1
automatics.you're,1
confrontations,1
freedom.,1
"driver.""cool!",1
corvette!,1
headin',1
off!as,1
dsgbutthe,1
"coasting...danger,",1
"danger!""okay,",1
cyndi,1
lauper,1
barry,1
gibb's,1
kathie,1
gifford,1
ermey,1
corps,1
marching,1
duets.,1
xanax.,1
automatics.xanax,1
catagory.,1
"it?""in",1
semi-automatic.,1
genre.,1
&#147;sequential,1
manual&#148;,1
"misnomer,",1
misleading.both,1
others&#151;conventional,1
cvt&#151;is,1
automatically.perhaps,1
converter&#148;.,1
&#147;automatic&#148;.now,1
convolute,1
itself&#151;any,1
transmission&#151;is,1
converter&#148;,1
snags,1
conventions,1
"with.anyway,",1
transmissionhuman,1
"oooooh,",1
remark!,1
"remark!indeed,",1
precedes,1
know.;-),1
copywrited!,1
"time.actually,",1
abike,1
pathof,1
wasdialing,1
bicycle:mad:,1
daimler-chrysler.,1
"time.""when",1
"briefcase,",1
cupholder).,1
refereeing,1
dosage,1
medication,1
street.the,1
gordonwd,1
cheek...,1
slate,1
here):http://slate.msn.com/id/2128407/nav/tap1/.,1
(r&t),1
comparo1),1
g353),1
is350the,1
"6mt.0-60,",1
mile:g35:,1
"5.8s,",1
14.4sis350:,1
"6.0s,",1
14.5s330i:,1
"6.2s,",1
14.9s60-0:g35:,1
ft330i:,1
ftis350:,1
ftthey,1
issue?m,1
nov/dec,1
disappointing.slalom?,1
400cid,1
"350hp,",1
optimistically,1
"days.anyway,",1
"""pure",1
"stock""",1
100mph.,1
"""cheater",1
"slicks""",1
"seconds.anyway,",1
beasts,1
'60s,1
"3,500#,",1
"facotr,",1
speed.at,1
goat!,1
eval,1
thing).other,1
warranteies.,1
that.good,1
"5's.""ummm,",1
don't?,1
dsg/smg-type,1
(maybe).,1
beting,1
lexus/i/anyone-on-this-board,1
"tranny...""so",1
"language),",1
question).best,1
"car.yes,",1
be).plenty,1
2+2+2.,1
doors!;-),1
experience.....,1
(noisy/firm,1
ride/heavy,1
steering/whatever).,1
impeccably,1
"it.""i'll",1
what......i,1
9+,1
5spd),1
132k,1
"""styling"".",1
"quietness,",1
shortfalls.,1
e39...,1
platform?,1
"faultless,",1
"attested,",1
more.mistakes,1
"""sportiness/performance"":-awd",1
gs)-manual,1
sporting/performance,1
vehicle.-at,1
it!).(now,1
vehicleout-performa,1
rule).,1
comparisonyou,1
defnition,1
"""out-perform""",1
accelearate,1
(accelearation,1
"category?scientificly,",1
comaprable:,1
1.8/2.0,1
"""comparable."".",1
relaxes,1
compros;,1
incompetent.,1
handlingas,1
compact.luxury,1
drivetrain?,1
structure?,1
cockpit?,1
feel/sound,1
look/feel,1
operate?an,1
halogen,1
matters.it,1
performed?).,1
assault.,1
bewildered,1
photos.some,1
(145,1
pics:is250/350,1
5-7!,1
back):backseat,1
shin.,1
degrees:is,1
semi-comfortably,1
"binding.btw,",1
perplexed.,1
"it?""""no",1
"though...""",1
chiropractor---seems,1
courseonce,1
$70-80k,1
unbiased?,1
s4/rs4,1
s6/rs6,1
plethra,1
non-standardization,1
"performed?.btw,",1
series.my,1
hill!!,1
treat.,1
decsion.mechanical,1
325xi?what,1
mecanical,1
photo-op?,1
exposure,1
<$30k.,1
abroad.,1
230+,1
harrassment,1
"""ford"".",1
freak.,1
caddys.,1
also-ran.,1
"oy,",1
modeo,1
"now.yeah,",1
"bg,",1
gams!,1
"reacting,",1
dearborn,1
"(duratec),",1
"range.""personally",1
whatsoever.except,1
xke!,1
sportiness;,1
7.that's,1
"""sportiness.""",1
"cost.""that's",1
better!that,1
stretch!sort,1
"snatchers"".",1
"replaces,",1
distinct.the,1
theory!,1
differerence,1
bmw.unrelated,1
snatchers,1
philip,1
kaufman,1
filmed,1
sutherland,1
jeff,1
goldblum.,1
segment.sedan,1
sportsedan,1
characterization,1
fan's,1
"stats),",1
enabling,1
crystals,1
jewelry,1
overpays,1
"match.btw,",1
me!but,1
exasperation,1
choice!,1
choices.why,1
theories.,1
"""sedan",1
"series).""true,",1
match.match,1
"handling.btw,",1
then?in,1
(112,1
114),1
"113"",",1
"""match",1
"handling.""huh??",1
huh??5,1
spartan.so,1
24/32?that,1
off?come,1
handling.maybe,1
oversteer).,1
w.r.t.,1
over-imaginative,1
mine...you,1
arive,1
"staid"".",1
off-the-charts,1
:psome,1
"hobbit,",1
"balance""",1
perspective.your,1
counter-point,1
"auto's,",1
10-lap,1
saab),1
"""staid""",1
"point.""so",1
550?,1
"24/32?lol,",1
impressed!!!,1
"potent,",1
is250!,1
:pregarding,1
bmw325i?,1
mpg!but,1
miser,1
oversteer).where's,1
adventure?,1
portions.,1
550?not,1
"""soul",1
"portions""?",1
rich.,1
platforms!,1
underperformer.,1
abolutely,1
thought-provoking,1
"""skittishness""",1
readiness,1
tendancy,1
"years.""ummm,",1
whew,1
gs430.,1
rl.so,1
dinged.,1
engin.,1
"series?""no.",1
"market.""bmw",1
"point.""the",1
sportiest:,1
"(drivetrain,",1
suspension......),1
"comparable.personally,",1
w/sport.,1
"saab.......,",1
yeah....all,1
"rating,every",1
"navigation,36months",1
m.s.r.p.,1
"""yeah....all",1
"option...""and",1
awd.best,1
snow/m&s,1
dept.and,1
aruba!!!!1,1
embarras,1
category.then,1
"week),",1
"either.me,",1
aruba,1
discussion?if,1
disucssion?personally,1
follows:bmw,1
6-speedbmw,1
way)mercedes-benz,1
c55cadillac,1
cts-vbest,1
"(coupe),",1
wreckers,1
blingin',1
550;,1
selections.,1
(evenbeforeyou,1
only).if,1
way.if,1
"""scared",1
"straight""",1
nicely.if,1
balls-to-the-wall,1
"mate,",1
blaze,1
suit.by,1
"elimination,",1
cts-v!,1
"worst.""you",1
"""readiness",1
"ends""",1
skittishness.,1
persperctive.,1
tendencies,1
"anyway.granted,",1
pre-993,1
competent...,1
account.the,1
opinion-,1
hell.m3,1
blech.550i,1
52-53k,1
sport-package.,1
hell.what,1
what?m,1
"m3.""test",1
"what?yes,",1
"substance.perception,",1
ony,1
v6?m,1
supercharger.,1
"g35).""wife",1
c230s.,1
i6.loved,1
re-skinned,1
show!not,1
below!2007,1
g40,1
g30:,1
"($30,000)g40:",1
"($34,000)g50:",1
vk,1
380,1
"($40,000)better",1
digits.,1
dave-,1
here?you,1
whatsoever.my,1
amg-,1
you.please,1
"""dave-",1
"here?""i",1
own's,1
60-70,1
respond.their,1
30-35,1
squeal.their,1
overshoot,1
turn.they,1
isnt...,1
merc',1
car:),1
standstill.,1
jetta),1
sporty?,1
sept)!,1
zapped,1
before!,1
silken,1
in!)raced,1
increase...there,1
(sharp,1
"exits),",1
steeering,1
habit!u-turns,1
nice...the,1
chrome..have,1
touch-shift,1
manual...i,1
options:lighting/xenon,1
"(auto-levelling,",1
dazzling!)premium,1
harmon-kardon,1
7)sunroof,1
pkgsplit,1
seatsrear,1
bagsdvd,1
(excellent,1
poi-list!)heated,1
(butt,1
warmers!)i,1
identifiers,1
default).about,1
balance/fade,1
9/29/05.,1
"""...is",1
"period?""my",1
advice:,1
recommendations.i,1
period:,1
rev-limiter.,1
difference.</i.i'm,1
"car:)""tl",1
conforatble,1
(turned,1
"said.""the",1
'fz'.,1
'fz37',1
(3.7liter,1
320-330hp,1
).it,1
'turbo',1
gt-r.a,1
"aluminum.""i",1
"warranted.anyways,",1
"true,320",1
news's,1
anita,1
leinert,1
syndicated,1
papers?),1
"target""",1
e90.the,1
"""cold",1
"teutonic"",",1
"""warm",1
"inviting"".",1
turnabout?,1
over-germanized,1
"taillights,",1
"comprehensive,",1
"g35awd,both",1
consider..i,1
nav)versus,1
"""c"".",1
"money,live",1
"northeast,is",1
necessary??what,1
"2007,would",1
"coming,,",1
"enthusiast,need",1
"sporty,tl",1
"seating,vibrations,rattles",1
horriffic,1
tires..how,1
snow..car,1
"close,warranties,roadside",1
equal..i,1
"buyer,what",1
use??all,1
welcome..looking,1
border).i,1
replacable.,1
unsettling.,1
consideration.the,1
"necessary""that's",1
stop.that,1
poles,1
ditches.this,1
least-best.-,1
rwdgood,1
interior/features,1
'bad',1
50-55,1
faded.,1
"bad.lastly,",1
"el-42s),",1
equation.jeff,1
"g35x.""the",1
al:,1
tl:superior,1
materials.smoother/quieter,1
ride.not,1
complexity/weight,1
days/yr.better,1
"mpg.and,",1
factor...after,1
a1,1
service;,1
discoloration,1
helps.the,1
apprecitated,1
snow-confident,1
"tires.so,",1
imho.good,1
g.to,1
choice.btw,1
padded,1
"system,weaker",1
systemweaker,1
"330i""yes,",1
"dave330i,",1
aweaker,1
weaker?,1
"""weaker",1
"what?""g35x",1
g35.awd,1
"worst),",1
"low""tell",1
'86.,1
legendary...the,1
"wall,",1
unnescessary,1
dave330i,1
gimmick.,1
forstreet,1
"comparison.however,",1
"system.""i",1
"occasion.""porsche,",1
"'86.""and",1
"only.""on",1
"snow.""i",1
drivers.if,1
"""dave330i",1
"gimmick.""i",1
"fine.""awd",1
"advantage.""again,",1
expericen,1
weather?,1
"awd.""for",1
"there.""if",1
"awd.""however,",1
"tl.""in",1
"buy.""very",1
iguess,1
tl.al57,1
post.iwas,1
was.a,1
"both,especiallyon",1
decisionend,1
air-conditioning?the,1
"itself.""i",1
"fine.""i",1
admitedly,1
limped,1
"stupid.""the",1
tires.which,1
in.consider,1
footed).,1
(round,1
snow.with,1
theyneedan,1
"east.""",1
buying.best,1
"""...so",1
"snow.""lol.",1
"hobbling?""with",1
"east""",1
"buying.""agreed,",1
englander/skier.,1
fwd/all-season,1
intelligence/skill/experience,1
intelligence,1
believe?),1
flatlander,1
green/white,1
vermont.awd,1
overrules,1
tailgated,1
passed),1
left-handed,1
"ludlow,",1
vt.,1
green!,1
were...,1
them:1.,1
3503.,1
g354.,1
325i5.,1
cts6.,1
class7.,1
neat.,1
"mehod,",1
"tires.""we",1
tailspin.with,1
secure.besides,1
-of,1
"""pebkac""",1
"chair),",1
humbly,1
snowbanks,1
"""pebsapos""",1
steering-wheel).best,1
"tailspin.""well,",1
"""tailspinned"".",1
";-)true,",1
"""tailspin""",1
tailspin.best,1
unintentional,1
scirocco.,1
hard.best,1
70miles,1
inexperience/bravado,1
salted,1
rapidly.half,1
boonie,1
authorities,1
plough,1
time!awd,1
necessity.awd,1
religiosity,1
awd??,1
330i...you,1
tires...despite,1
dec-march,1
mid-west...and,1
awd?then,1
"awd""i'm",1
pca,1
(dangerous),1
obstacles?,1
scooter?,1
onlyin,1
"advantage""!",1
races!,1
tailspin.another,1
"""70miles",1
"highways""you're",1
"6"").",1
dale.,1
neighborhood.best,1
"""another",1
"later.""i",1
"physics.""so",1
"bald,",1
necessities,1
later.you,1
"nuttiness,",1
half-tracks.,1
world.so,1
me.yes,1
non-points.the,1
quater,1
passibly,1
slippery.through,1
tires.capable,1
"cars.true,",1
tires.a,1
6hrs.,1
"storm,",1
nearly-bald,1
re-frozen,1
splendidly,1
traipsing,1
enforcement,1
perimeter,1
bottleneck.,1
safety.even,1
sleet;,1
"treads,",1
unploughed,1
applause...applause!speaking,1
thursday?,1
"salem,",1
procrastinate,1
rwd.with,1
world.ymmv.,1
awd/4wd.i,1
system.ymmv.,1
"cdnpinhead,",1
"tires/wheels,",1
consuming.not,1
thestreet.auto,1
shaves,1
rwd.much,1
"""luxury,""",1
"""performance,""",1
"""sedan,""",1
idealized,1
"advantage.""with",1
indoors.first,1
world.the,1
"""skill""",1
"vehicle),",1
"cabriolet,",1
mid-april.,1
m3s).,1
"annoyed,",1
"posters,thanks",1
"post,seems",1
situation..the,1
"tough..now,can",1
"2007,and",1
negoiated,1
snow..period??,1
terrible..but,1
out..by,1
"inventory,can",1
market??the,1
"feel,bottom",1
car..is,1
crazy??,1
exsists,1
east.if,1
worldcompletely,1
year!i,1
inconvenience!,1
"e320s,",1
"a6s,",1
all-season.,1
"scenarios,",1
thread.funny,1
"protestations,",1
add.,1
messenger,1
case.as,1
plus.best,1
through.in,1
it.this,1
17x8,1
225/45,1
16-inchers,1
mounting.,1
snippet.,1
minetake,1
security.i,1
link.regarding,1
"facts!""",1
stuck.i'll,1
thresholds...me?,1
"snow/slush,",1
profession.,1
"inches,",1
optional).best,1
optional).i'd,1
"days.""",1
"plus.""cough.",1
"onstreetdriving,",1
"so""if",1
belief.as,1
troubled,1
rwd/winter,1
awd/all-season,1
navigating,1
advantage:left,1
accelerationif,1
"emoticon,",1
closet,1
"regards,shipoedit:",1
"acceleration""i",1
(as/awd),1
(wt/awd)?,1
acceleration?if,1
as/awd,1
"component),",1
as/awd.-,1
as/awd.if,1
wt/awd,1
intersection.-,1
"weight.""the",1
"g35.""errr,",1
(stiffer/lower,1
"""i"",",1
exceed),1
"acceleration.so,",1
bluff,1
weight.an,1
"trials?errr,",1
iswhile,1
instreetdriving,1
equivalenthaving,1
tranny.if,1
4-runner?this,1
"amenities),",1
capacity!it's,1
unexpectedly.,1
"snow.""probably",1
"ashphalt,",1
"trials?""me",1
personally?,1
emerging,1
"on?""having",1
"car.""based",1
tractive,1
"lateral),",1
accelerometer,1
graphing,1
"pegged,",1
around.you're,1
"""friction",1
"circle.""whether",1
adhesion,1
period.when,1
inate,1
(contact,1
"pattern,",1
"compound,",1
speed.simply,1
inconvenience!perfect,1
illustration,1
correct!but,1
velocity.,1
rsd,1
comparable;,1
incomtemplable,1
driving.winter,1
roadsever,1
span?,1
"days.""when",1
"12""+",1
8'+,1
backyard).,1
snowfort!,1
"others.""no,",1
"car.""not",1
"driving.""errr,",1
"issue.""the",1
"gone.""you're",1
shipoi,1
opinion!i,1
225/45qr/17,1
ws-50right,1
29.5,1
tire.should,1
tires?manual,1
rears?just,1
tires?i,1
sizes.thanks!,1
g35x.why,1
respond...whoa,1
rambo,1
"(mnrep2),",1
disrespectful.,1
cars.)if,1
"weds.,",1
"""shipo",1
"opinion!""yes",1
wrong.regarding,1
tweaking,1
two).personally,1
33/39,1
32/38,1
34/38,1
"but...""the",1
"problem?""i",1
0.05%.,1
:sick:i,1
"degrees.""i",1
charitable,1
sotp,1
guess).regarding,1
rockies,1
nevadas.,1
vary;,1
1960s),1
"""grandfathered""",1
8%?,1
there.best,1
"discussion.sorry,",1
completing,1
1963.,1
aeronautical,1
discipline.,1
architecture.in,1
11.3,1
"trig?anyway,",1
two-legged,1
floundering,1
waterfall.i,1
cyclical,1
"inevitably,",1
anecdotes...,1
course.;-),1
driving.200,1
landscapers,1
availabilty,1
do.backed,1
g35x.although,1
"cheek,",1
amenties.,1
4-seasons,1
year?snow,1
earlier?http://www.caranddriver.com/article.asp?section_id=4&article_id=3888,1
recent.,1
"up"",",1
puhlease....,1
insight.most,1
"only.yup,",1
disadvantages.,1
enough?your,1
discussion.on,1
sporting/less,1
capable/less,1
4.my,1
(purchase),1
one.most,1
"words,real",1
"articles""yes,",1
differently.the,1
"dry.no,",1
pointi,1
"choice.no,",1
there.if,1
rubberas,1
"performancesedans,",1
whichreallyneed,1
...:confuse:,1
"4.yes,",1
2.6.,1
"taking.yes,",1
opinionscott,1
rubberon,1
turns.of,1
"accuracy,",1
